9.5, 10.5, 11.5, 15.5, 24.5, 18.6, 19.6, 20.6, 21.6, 23.6
18:17-21:38, 7:02-7:42, 11:27-15:04, 8:35-12:03, 19:58-21:14, 9:14-15:11 16:18-20:48, 10:49-14:13, 9:26-14:30 15:20-17:10, 8:40-10:43, 9:20-13:30 14:00
